node3  | [crypto] Generated keypair for node3
node1  | 09:45:23 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=10 from node5
node1  | 09:45:23 [node1] INFO [PBFT] PREPARE quorum reached seq=10 (3 votes)
node1  | 09:45:23 [node1] INFO [PBFT] PREPARE quorum reached seq=10 (4 votes)
node1  | 09:45:23 [node1] INFO [PBFT] PREPARE quorum reached seq=10 (5 votes)
node1  | 09:45:23 [node1] INFO [PBFT] PREPARE quorum reached seq=10 (6 votes)
node1  | 09:45:23 [node1] INFO [PBFT] Sent PREPARE  seq=10
node1  | 09:45:23 [node1] INFO [LEDGER] Committed tx: TX-0010-1780825523409  (total=10)
node1  | 09:45:23 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=10  tx=TX-0010-1780825523409
node1  | 09:45:23 [node1] INFO [PBFT] Sent COMMIT  seq=10
node1  | 09:45:23 [node1] INFO [PBFT] Sent COMMIT  seq=10
node1  | 09:45:23 [node1] INFO [PBFT] Sent COMMIT  seq=10
node1  | 09:45:23 [node1] INFO [PBFT] Sent COMMIT  seq=10
node1  | 09:45:24 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=11 from node5
node1  | 09:45:24 [node1] INFO [PBFT] PREPARE quorum reached seq=11 (3 votes)
node1  | 09:45:24 [node1] INFO [PBFT] PREPARE quorum reached seq=11 (4 votes)
node1  | 09:45:24 [node1] INFO [PBFT] Sent PREPARE  seq=11
node1  | 09:45:24 [node1] INFO [PBFT] PREPARE quorum reached seq=11 (5 votes)
node1  | 09:45:24 [node1] INFO [PBFT] PREPARE quorum reached seq=11 (6 votes)
node1  | 09:45:24 [node1] INFO [PBFT] Sent COMMIT  seq=11
node1  | 09:45:24 [node1] INFO [PBFT] Sent COMMIT  seq=11
node1  | 09:45:24 [node1] INFO [LEDGER] Committed tx: TX-0011-1780825524412  (total=11)
node1  | 09:45:24 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=11  tx=TX-0011-1780825524412
node1  | 09:45:24 [node1] INFO [PBFT] Sent COMMIT  seq=11
node1  | 09:45:24 [node1] INFO [PBFT] Sent COMMIT  seq=11
node1  | 09:45:25 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=12 from node5
node1  | 09:45:25 [node1] INFO [PBFT] PREPARE quorum reached seq=12 (3 votes)
node1  | 09:45:25 [node1] INFO [PBFT] PREPARE quorum reached seq=12 (4 votes)
node1  | 09:45:25 [node1] INFO [PBFT] PREPARE quorum reached seq=12 (5 votes)
node1  | 09:45:25 [node1] INFO [PBFT] PREPARE quorum reached seq=12 (6 votes)
node1  | 09:45:25 [node1] INFO [LEDGER] Committed tx: TX-0012-1780825525415  (total=12)
node1  | 09:45:25 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=12  tx=TX-0012-1780825525415
node1  | 09:45:25 [node1] INFO [PBFT] Sent PREPARE  seq=12
node1  | 09:45:25 [node1] INFO [PBFT] Sent COMMIT  seq=12
node1  | 09:45:25 [node1] INFO [PBFT] Sent COMMIT  seq=12
node1  | 09:45:25 [node1] INFO [PBFT] Sent COMMIT  seq=12
node1  | 09:45:25 [node1] INFO [PBFT] Sent COMMIT  seq=12
node1  | 09:45:26 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=13 from node5
node1  | 09:45:26 [node1] INFO [PBFT] PREPARE quorum reached seq=13 (3 votes)
node1  | 09:45:26 [node1] INFO [PBFT] PREPARE quorum reached seq=13 (4 votes)
node1  | 09:45:26 [node1] INFO [PBFT] Sent PREPARE  seq=13
node1  | 09:45:26 [node1] INFO [PBFT] PREPARE quorum reached seq=13 (5 votes)
node1  | 09:45:26 [node1] INFO [PBFT] PREPARE quorum reached seq=13 (6 votes)
node1  | 09:45:26 [node1] INFO [LEDGER] Committed tx: TX-0013-1780825526418  (total=13)
node1  | 09:45:26 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=13  tx=TX-0013-1780825526418
node1  | 09:45:26 [node1] INFO [PBFT] Sent COMMIT  seq=13
node1  | 09:45:26 [node1] INFO [PBFT] Sent COMMIT  seq=13
node1  | 09:45:26 [node1] INFO [PBFT] Sent COMMIT  seq=13
node1  | 09:45:26 [node1] INFO [PBFT] Sent COMMIT  seq=13
node1  | 09:45:27 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=14 from node5
node1  | 09:45:27 [node1] INFO [PBFT] PREPARE quorum reached seq=14 (3 votes)
node1  | 09:45:27 [node1] INFO [PBFT] PREPARE quorum reached seq=14 (4 votes)
node1  | 09:45:27 [node1] INFO [PBFT] PREPARE quorum reached seq=14 (5 votes)
node1  | 09:45:27 [node1] INFO [PBFT] PREPARE quorum reached seq=14 (6 votes)
node1  | 09:45:27 [node1] INFO [PBFT] Sent PREPARE  seq=14
node1  | 09:45:27 [node1] INFO [LEDGER] Committed tx: TX-0014-1780825527420  (total=14)
node1  | 09:45:27 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=14  tx=TX-0014-1780825527420
node1  | 09:45:27 [node1] INFO [PBFT] Sent COMMIT  seq=14
node1  | 09:45:27 [node1] INFO [PBFT] Sent COMMIT  seq=14
node1  | 09:45:27 [node1] INFO [PBFT] Sent COMMIT  seq=14
node1  | 09:45:27 [node1] INFO [PBFT] Sent COMMIT  seq=14
node1  | 09:45:28 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=15 from node5
node1  | 09:45:28 [node1] INFO [PBFT] Sent PREPARE  seq=15
node1  | 09:45:28 [node1] INFO [PBFT] PREPARE quorum reached seq=15 (3 votes)
node1  | 09:45:28 [node1] INFO [PBFT] PREPARE quorum reached seq=15 (4 votes)
node1  | 09:45:28 [node1] INFO [LEDGER] Committed tx: TX-0015-1780825528423  (total=15)
node1  | 09:45:28 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=15  tx=TX-0015-1780825528423
node1  | 09:45:28 [node1] INFO [PBFT] Sent COMMIT  seq=15
node1  | 09:45:28 [node1] INFO [PBFT] Sent COMMIT  seq=15
node1  | 09:45:29 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=16 from node5
node1  | 09:45:29 [node1] INFO [PBFT] PREPARE quorum reached seq=16 (3 votes)
node1  | 09:45:29 [node1] INFO [PBFT] PREPARE quorum reached seq=16 (4 votes)
node1  | 09:45:29 [node1] INFO [PBFT] PREPARE quorum reached seq=16 (5 votes)
node1  | 09:45:29 [node1] INFO [PBFT] PREPARE quorum reached seq=16 (6 votes)
node1  | 09:45:29 [node1] INFO [LEDGER] Committed tx: TX-0016-1780825529426  (total=16)
node1  | 09:45:29 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=16  tx=TX-0016-1780825529426
node1  | 09:45:29 [node1] INFO [PBFT] Sent PREPARE  seq=16
node1  | 09:45:29 [node1] INFO [PBFT] Sent COMMIT  seq=16
node1  | 09:45:29 [node1] INFO [PBFT] Sent COMMIT  seq=16
node1  | 09:45:29 [node1] INFO [PBFT] Sent COMMIT  seq=16
node1  | 09:45:29 [node1] INFO [PBFT] Sent COMMIT  seq=16
node1  | 09:45:30 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=17 from node5
node1  | 09:45:30 [node1] INFO [PBFT] PREPARE quorum reached seq=17 (3 votes)
node1  | 09:45:30 [node1] INFO [PBFT] PREPARE quorum reached seq=17 (4 votes)
node1  | 09:45:30 [node1] INFO [PBFT] PREPARE quorum reached seq=17 (5 votes)
node1  | 09:45:30 [node1] INFO [PBFT] PREPARE quorum reached seq=17 (6 votes)
node1  | 09:45:30 [node1] INFO [LEDGER] Committed tx: TX-0017-1780825530428  (total=17)
node1  | 09:45:30 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=17  tx=TX-0017-1780825530428
node1  | 09:45:30 [node1] INFO [PBFT] Sent PREPARE  seq=17
node1  | 09:45:30 [node1] INFO [PBFT] Sent COMMIT  seq=17
node1  | 09:45:30 [node1] INFO [PBFT] Sent COMMIT  seq=17
node1  | 09:45:30 [node1] INFO [PBFT] Sent COMMIT  seq=17
node1  | 09:45:30 [node1] INFO [PBFT] Sent COMMIT  seq=17
node1  | 09:45:31 [node1] INFO [CLIENT] Received transaction: TX-0018-1780825531430
node1  | 09:45:31 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=18 from node5
node1  | 09:45:31 [node1] INFO [PBFT] PREPARE quorum reached seq=18 (3 votes)
node1  | 09:45:31 [node1] INFO [PBFT] PREPARE quorum reached seq=18 (4 votes)
node1  | 09:45:31 [node1] INFO [PBFT] PREPARE quorum reached seq=18 (5 votes)
node1  | 09:45:31 [node1] INFO [PBFT] PREPARE quorum reached seq=18 (6 votes)
node1  | 09:45:31 [node1] INFO [LEDGER] Committed tx: TX-0018-1780825531430  (total=18)
node1  | 09:45:31 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=18  tx=TX-0018-1780825531430
node1  | 09:45:31 [node1] INFO [PBFT] Sent PREPARE  seq=18
node1  | 09:45:31 [node1] INFO [PBFT] Sent COMMIT  seq=18
node1  | 09:45:31 [node1] INFO [PBFT] Sent COMMIT  seq=18
node1  | 09:45:31 [node1] INFO [PBFT] Sent COMMIT  seq=18
node1  | 09:45:31 [node1] INFO [PBFT] Sent COMMIT  seq=18
node1  | 09:45:32 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=19 from node5
node1  | 09:45:32 [node1] INFO [PBFT] PREPARE quorum reached seq=19 (3 votes)
node1  | 09:45:32 [node1] INFO [PBFT] PREPARE quorum reached seq=19 (4 votes)
node1  | 09:45:32 [node1] INFO [PBFT] PREPARE quorum reached seq=19 (5 votes)
node1  | 09:45:32 [node1] INFO [PBFT] PREPARE quorum reached seq=19 (6 votes)
node1  | 09:45:32 [node1] INFO [PBFT] Sent PREPARE  seq=19
node1  | 09:45:32 [node1] INFO [LEDGER] Committed tx: TX-0019-1780825532433  (total=19)
node1  | 09:45:32 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=19  tx=TX-0019-1780825532433
node1  | 09:45:32 [node1] INFO [PBFT] Sent COMMIT  seq=19
node1  | 09:45:32 [node1] INFO [PBFT] Sent COMMIT  seq=19
node1  | 09:45:32 [node1] INFO [PBFT] Sent COMMIT  seq=19
node1  | 09:45:32 [node1] INFO [PBFT] Sent COMMIT  seq=19
node1  | 09:45:33 [node1] INFO [PBFT] Accepted PRE-PREPARE seq=20 from node5
node1  | 09:45:33 [node1] INFO [PBFT] Sent PREPARE  seq=20
node1  | 09:45:33 [node1] INFO [PBFT] PREPARE quorum reached seq=20 (3 votes)
node1  | 09:45:33 [node1] INFO [PBFT] Sent COMMIT  seq=20
node1  | 09:45:33 [node1] INFO [PBFT] PREPARE quorum reached seq=20 (4 votes)
node1  | 09:45:33 [node1] INFO [PBFT] PREPARE quorum reached seq=20 (5 votes)
node1  | 09:45:33 [node1] INFO [LEDGER] Committed tx: TX-0020-1780825533436  (total=20)
node1  | 09:45:33 [node1] INFO [PBFT] ✓ CONSENSUS REACHED  seq=20  tx=TX-0020-1780825533436
node1  | 09:45:33 [node1] INFO [PBFT] Sent COMMIT  seq=20
node1  | 09:45:33 [node1] INFO [PBFT] Sent COMMIT  seq=20
node5  | 09:45:28 [node5] WARNING [PBFT] BAD SIGNATURE on PRE-PREPARE from node5  seq=15 — IGNORED
node5  | 09:45:29 [node5] INFO [CLIENT] Received transaction: TX-0016-1780825529426
node5  | 09:45:29 [node5] INFO [PBFT] PRE-PREPARE  seq=16  tx=TX-0016-1780825529426
node5  | 09:45:29 [node5] INFO [PBFT] PREPARE quorum reached seq=16 (3 votes)
node5  | 09:45:29 [node5] INFO [PBFT] PREPARE quorum reached seq=16 (4 votes)
node5  | 09:45:29 [node5] INFO [LEDGER] Committed tx: TX-0016-1780825529426  (total=16)
node5  | 09:45:29 [node5] INFO [PBFT] ✓ CONSENSUS REACHED  seq=16  tx=TX-0016-1780825529426
node5  | 09:45:29 [node5] INFO [PBFT] Sent PREPARE  seq=16
node5  | 09:45:29 [node5] INFO [PBFT] Sent COMMIT  seq=16
node5  | 09:45:29 [node5] INFO [PBFT] Sent COMMIT  seq=16
node5  | 09:45:30 [node5] INFO [CLIENT] Received transaction: TX-0017-1780825530428
node5  | 09:45:30 [node5] INFO [PBFT] PRE-PREPARE  seq=17  tx=TX-0017-1780825530428
node5  | 09:45:30 [node5] INFO [PBFT] PREPARE quorum reached seq=17 (3 votes)
node5  | 09:45:30 [node5] INFO [PBFT] Sent PREPARE  seq=17
node5  | 09:45:30 [node5] INFO [LEDGER] Committed tx: TX-0017-1780825530428  (total=17)
node5  | 09:45:30 [node5] INFO [PBFT] ✓ CONSENSUS REACHED  seq=17  tx=TX-0017-1780825530428
node5  | 09:45:30 [node5] INFO [PBFT] Sent COMMIT  seq=17
node5  | 09:45:30 [node5] WARNING [PBFT] BAD SIGNATURE on PRE-PREPARE from node5  seq=17 — IGNORED
node5  | 09:45:31 [node5] INFO [CLIENT] Received transaction: TX-0018-1780825531430
node5  | 09:45:31 [node5] INFO [PBFT] PRE-PREPARE  seq=18  tx=TX-0018-1780825531430
node5  | 09:45:31 [node5] INFO [PBFT] PREPARE quorum reached seq=18 (3 votes)
node5  | 09:45:31 [node5] INFO [PBFT] Sent PREPARE  seq=18
node5  | 09:45:31 [node5] INFO [PBFT] Sent COMMIT  seq=18
node5  | 09:45:31 [node5] INFO [PBFT] PREPARE quorum reached seq=18 (4 votes)
node5  | 09:45:31 [node5] INFO [PBFT] Sent COMMIT  seq=18
node5  | 09:45:31 [node5] INFO [LEDGER] Committed tx: TX-0018-1780825531430  (total=18)
node5  | 09:45:31 [node5] INFO [PBFT] ✓ CONSENSUS REACHED  seq=18  tx=TX-0018-1780825531430
node5  | 09:45:32 [node5] INFO [CLIENT] Received transaction: TX-0019-1780825532433
node5  | 09:45:32 [node5] INFO [PBFT] PRE-PREPARE  seq=19  tx=TX-0019-1780825532433
node5  | 09:45:32 [node5] INFO [PBFT] Sent PREPARE  seq=19
node5  | 09:45:32 [node5] INFO [PBFT] PREPARE quorum reached seq=19 (3 votes)
node5  | 09:45:32 [node5] INFO [PBFT] PREPARE quorum reached seq=19 (4 votes)
node5  | 09:45:32 [node5] INFO [LEDGER] Committed tx: TX-0019-1780825532433  (total=19)
node5  | 09:45:32 [node5] INFO [PBFT] ✓ CONSENSUS REACHED  seq=19  tx=TX-0019-1780825532433
node5  | 09:45:32 [node5] INFO [PBFT] Sent COMMIT  seq=19
node5  | 09:45:32 [node5] INFO [PBFT] Sent COMMIT  seq=19
node5  | 09:45:33 [node5] INFO [CLIENT] Received transaction: TX-0020-1780825533436
node5  | 09:45:33 [node5] INFO [PBFT] PRE-PREPARE  seq=20  tx=TX-0020-1780825533436
node5  | 09:45:33 [node5] INFO [PBFT] Sent PREPARE  seq=20
node5  | 09:45:33 [node5] INFO [PBFT] PREPARE quorum reached seq=20 (3 votes)
node5  | 09:45:33 [node5] INFO [PBFT] PREPARE quorum reached seq=20 (4 votes)
node5  | 09:45:33 [node5] INFO [LEDGER] Committed tx: TX-0020-1780825533436  (total=20)
node5  | 09:45:33 [node5] INFO [PBFT] ✓ CONSENSUS REACHED  seq=20  tx=TX-0020-1780825533436
node5  | 09:45:33 [node5] INFO [PBFT] Sent COMMIT  seq=20
node5  | 09:45:33 [node5] INFO [PBFT] Sent COMMIT  seq=20
node5  | 09:45:33 [node5] WARNING [PBFT] BAD SIGNATURE on PRE-PREPARE from node5  seq=20 — IGNORED
